ID;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_depto_ubicacion;cole_genero;cole_jornada;cole_naturaleza;estu_genero;estu_nacionalidad;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;desemp_ingles;Respuesta
4527;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;;Tecnica o tecnologica incompleta;Educacion profesional completa;Estrato 3;;;;Si;;A1;punt_lectura_critica
4528;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Postgrado;Estrato 1;5 a 6;No;No;Si;Si;A-;punt_c_naturales
4529;CC;URBANO;N;Region Orinoquia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;No;Si;Si;Si;A1;punt_sociales_ciudadanas
4530;TI;URBANO;;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;Si;Si;Si;A2;punt_sociales_ciudadanas
4531;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_ingles
4532;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;No;Si;Si;Si;A-;punt_ingles
4533;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Uno;Primaria completa;;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_ingles
4534;TI;URBANO;;Region Andina;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;A2;punt_ingles
4535;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;5 a 6;No;No;Si;Si;A-;punt_sociales_ciudadanas
4536;TI;URBANO;;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;;Estrato 3;1 a 2;No;Si;No;No;A-;punt_sociales_ciudadanas
4537;TI;URBANO;N;Region Andina;MIXTO;NOCHE;OFICIAL;M;COLOMBIA;Tres;Ninguno;Primaria incompleta;Estrato 1;5 a 6;No;Si;Si;Si;A-;punt_sociales_ciudadanas
4538;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_c_naturales
4539;CC;URBANO;;Region Andina;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;;;;;;;;;;A-;punt_matematicas
4540;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Si;Si;Si;Si;B1;punt_lectura_critica
4541;CC;RURAL;N;Region Andina;MIXTO;SABATINA;OFICIAL;M;COLOMBIA;Cuatro;Primaria completa;Primaria incompleta;Estrato 2;7 a 8;No;No;Si;Si;A-;punt_matematicas
4542;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;Si;Si;B+;punt_matematicas
4543;TI;URBANO;;Region Pacifica;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Dos;Educacion profesional completa;Educacion profesional completa;Estrato 2;1 a 2;No;No;Si;No;A2;punt_matematicas
4544;TI;URBANO;;Region Pacifica;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 4;3 a 4;No;Si;Si;Si;A-;punt_ingles
4545;TI;URBANO;N;Region Caribe;MIXTO;NOCHE;NO OFICIAL;F;COLOMBIA;;;;;5 a 6;;Si;;No;A-;punt_sociales_ciudadanas
4546;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;No sabe;Estrato 3;3 a 4;Si;Si;Si;Si;B+;punt_c_naturales
4547;CC;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Tecnica o tecnologica completa;Estrato 1;3 a 4;No;No;Si;Si;A1;punt_matematicas
4548;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;;Educacion profesional completa;Tecnica o tecnologica completa;Estrato 3;;;;Si;;A1;punt_c_naturales
4549;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;No sabe;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_ingles
4550;TI;URBANO;;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;;No;No;Si;Si;A-;punt_matematicas
4551;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;7 a 8;No;No;Si;Si;A1;punt_ingles
4552;TI;RURAL;;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Uno;Educacion profesional incompleta;Educacion profesional completa;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
4553;CC;URBANO;N;Region Andina;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;Tres;;;;5 a 6;No;Si;;Si;B1;punt_c_naturales
4554;TI;RURAL;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria completa;Estrato 2;1 a 2;No;Si;Si;Si;A-;punt_ingles
4555;TI;URBANO;S;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;7 a 8;Si;Si;Si;Si;A-;punt_ingles
4556;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Educacion profesional incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A2;punt_c_naturales
4557;TI;URBANO;;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;;;;3 a 4;Si;Si;;Si;A1;punt_sociales_ciudadanas
4558;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
4559;TI;RURAL;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Seis o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;7 a 8;No;No;Si;No;A-;punt_lectura_critica
4560;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;Si;No;Si;Si;A2;punt_sociales_ciudadanas
4561;TI;URBANO;N;Region Amazonia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;Si;No;A-;punt_ingles
4562;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;No;Si;Si;A1;punt_sociales_ciudadanas
4563;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Dos;No sabe;No sabe;Estrato 2;3 a 4;No;No;Si;Si;A1;punt_ingles
4564;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_c_naturales
4565;TI;URBANO;;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;No;Si;Si;A1;punt_ingles
4566;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica incompleta;Tecnica o tecnologica completa;Estrato 1;5 a 6;Si;Si;No;Si;A2;punt_matematicas
4567;TI;URBANO;;Region Caribe;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 4;7 a 8;No;No;Si;No;A-;punt_c_naturales
4568;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Educacion profesional completa;Sin Estrato;3 a 4;No;Si;Si;Si;A2;punt_c_naturales
4569;TI;RURAL;;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;1 a 2;No;No;No;No;A-;punt_ingles
4570;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;Si;No;Si;No;A-;punt_sociales_ciudadanas
4571;TI;RURAL;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;;;;;;;;;;A1;punt_lectura_critica
4572;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_c_naturales
4573;CC;URBANO;N;Region Pacifica;MIXTO;TARDE;NO OFICIAL;F;COLOMBIA;;Primaria incompleta;Tecnica o tecnologica incompleta;Estrato 6;3 a 4;No;Si;Si;No;A-;punt_matematicas
4574;CC;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Ninguno;Estrato 2;5 a 6;No;No;No;Si;A1;punt_lectura_critica
4575;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;Si;Si;A-;punt_sociales_ciudadanas
4576;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;No;No;Si;A-;punt_matematicas
4577;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;3 a 4;No;No;No;No;A-;punt_ingles
4578;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Postgrado;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_ingles
4579;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;;;;;;;;;;A-;punt_sociales_ciudadanas
4580;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Educacion profesional completa;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_ingles
4581;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_matematicas
4582;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cuatro;Primaria completa;Primaria completa;Estrato 1;5 a 6;No;Si;Si;Si;A-;punt_ingles
4583;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;Si;A-;punt_ingles
4584;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;Si;Si;A2;punt_c_naturales
4585;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;Si;Si;Si;A-;punt_matematicas
4586;TI;RURAL;N;Region Pacifica;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;7 a 8;No;No;Si;No;A2;punt_matematicas
4587;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 6;7 a 8;No;Si;Si;Si;A-;punt_ingles
4588;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Primaria completa;Primaria completa;Estrato 2;1 a 2;No;Si;Si;Si;A-;punt_matematicas
4589;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;No;Si;A-;punt_ingles
4590;CC;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Uno;;;;5 a 6;No;No;;No;A-;punt_sociales_ciudadanas
4591;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_lectura_critica
4592;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
4593;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Cinco;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;No;Si;No;Si;A2;punt_matematicas
4594;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Educacion profesional completa;No sabe;Estrato 1;3 a 4;No;No;Si;Si;A2;punt_c_naturales
4595;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;;Estrato 2;7 a 8;Si;Si;Si;No;A-;punt_sociales_ciudadanas
4596;TI;RURAL;N;Region Pacifica;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Sin Estrato;5 a 6;No;Si;Si;No;A-;punt_c_naturales
4597;TI;URBANO;;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;Si;Si;Si;Si;A1;punt_lectura_critica
4598;CC;URBANO;N;Region Caribe;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_matematicas
4599;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;Si;Si;A2;punt_matematicas
4600;CC;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 1;1 a 2;No;No;No;No;A-;punt_c_naturales
4601;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cinco;Primaria completa;Primaria completa;Estrato 3;5 a 6;No;No;Si;Si;A-;punt_sociales_ciudadanas
4602;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria completa;Estrato 2;3 a 4;No;No;No;Si;A-;punt_matematicas
4603;TI;RURAL;;Region Amazonia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Ninguno;Estrato 1;5 a 6;No;No;No;No;A-;punt_ingles
4604;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Educacion profesional incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;1 a 2;No;Si;Si;Si;A-;punt_ingles
4605;TI;URBANO;;Region Andina;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;A-;punt_ingles
4606;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;;Primaria incompleta;Primaria incompleta;Estrato 1;;;;No;;A-;punt_c_naturales
4607;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Educacion profesional completa;Estrato 2;7 a 8;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
4608;TI;URBANO;;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;Estrato 2;1 a 2;No;No;Si;Si;A-;punt_matematicas
4609;TI;URBANO;;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Seis o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;Si;Si;Si;No;A-;punt_sociales_ciudadanas
4610;CC;URBANO;;Region Andina;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;Seis o mas;Postgrado;Tecnica o tecnologica completa;Estrato 6;7 a 8;Si;Si;Si;No;A-;punt_matematicas
4611;CC;RURAL;;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;No;Si;A-;punt_sociales_ciudadanas
4612;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Uno;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;7 a 8;No;No;No;No;A-;punt_sociales_ciudadanas
4613;TI;URBANO;;Region Andina;MIXTO;TARDE;NO OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Educacion profesional completa;Estrato 3;3 a 4;Si;Si;Si;Si;A2;punt_matematicas
4614;TI;URBANO;;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;No sabe;Estrato 2;5 a 6;No;Si;Si;No;A1;punt_ingles
4615;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria completa;Primaria completa;Estrato 1;3 a 4;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
4616;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 3;5 a 6;No;Si;Si;Si;A1;punt_c_naturales
4617;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Postgrado;Secundaria (Bachillerato) incompleta;Estrato 5;3 a 4;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
4618;TI;URBANO;N;Region Caribe;MIXTO;TARDE;NO OFICIAL;M;COLOMBIA;Tres;;;;5 a 6;No;No;;No;A1;punt_c_naturales
4619;TI;URBANO;;Region Caribe;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Cuatro;No sabe;No sabe;Estrato 3;5 a 6;Si;Si;Si;Si;B1;punt_matematicas
4620;CC;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Ninguno;No sabe;Estrato 1;1 a 2;No;No;Si;No;A-;punt_ingles
4621;TI;URBANO;;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Seis o mas;No sabe;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;Si;Si;Si;B1;punt_c_naturales
4622;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Tecnica o tecnologica completa;Estrato 3;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
4623;TI;URBANO;;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_sociales_ciudadanas
4624;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;Si;Si;A-;punt_ingles
4625;TI;URBANO;;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;;;;3 a 4;Si;Si;;Si;A1;punt_sociales_ciudadanas
4626;TI;URBANO;;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 2;5 a 6;No;Si;Si;Si;A1;punt_sociales_ciudadanas
4627;TI;URBANO;;;MIXTO;TARDE;NO OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 1;3 a 4;Si;Si;Si;Si;A1;punt_c_naturales
4628;TI;URBANO;S;Region Amazonia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;No;No;No;Si;A1;punt_ingles
4629;TI;RURAL;;Region Andina;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;5 a 6;No;No;No;Si;A-;punt_matematicas
4630;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;Si;Si;Si;Si;A-;punt_c_naturales
4631;Otros;URBANO;;Region Andina;MIXTO;NOCHE;OFICIAL;M;VENEZUELA;Dos;Secundaria (Bachillerato) incompleta;No sabe;Estrato 2;3 a 4;No;No;Si;Si;A1;punt_sociales_ciudadanas
4632;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Educacion profesional completa;Estrato 2;9 o mas;No;Si;Si;Si;A-;punt_sociales_ciudadanas
4633;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Si;Si;Si;Si;A1;punt_ingles
4634;TI;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;No;No;No;A-;punt_sociales_ciudadanas
4635;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
4636;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_c_naturales
4637;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;No sabe;Estrato 4;3 a 4;Si;Si;Si;Si;B+;punt_sociales_ciudadanas
4638;TI;URBANO;N;;MIXTO;SABATINA;OFICIAL;M;COLOMBIA;Dos;;Secundaria (Bachillerato) completa;;3 a 4;No;No;;No;A-;punt_sociales_ciudadanas
4639;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Educacion profesional completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;Si;Si;No;A-;punt_c_naturales
4640;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;No;Si;A1;punt_sociales_ciudadanas
4641;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Primaria completa;Estrato 1;3 a 4;No;No;Si;Si;A1;punt_matematicas
4642;TI;URBANO;N;Region Caribe;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Si;Si;Si;Si;A2;punt_ingles
4643;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Sin Estrato;3 a 4;No;No;Si;Si;A-;punt_ingles
4644;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;;Educacion profesional completa;Educacion profesional completa;Estrato 3;;;;Si;;B+;punt_c_naturales
4645;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;No sabe;Estrato 3;3 a 4;Si;Si;Si;Si;A2;punt_matematicas
4646;TI;RURAL;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Seis o mas;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 2;5 a 6;No;No;Si;Si;A1;punt_sociales_ciudadanas
4647;TI;RURAL;;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;;;;;;;;;;A-;punt_sociales_ciudadanas
4648;TI;URBANO;N;Region Caribe;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;7 a 8;No;No;Si;Si;A-;punt_ingles
4649;CC;URBANO;N;Region Pacifica;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica incompleta;No sabe;Sin Estrato;5 a 6;No;Si;Si;Si;A-;punt_sociales_ciudadanas
4650;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;Si;Si;Si;A-;punt_ingles
4651;CC;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Ninguno;Estrato 1;5 a 6;No;No;No;No;A1;punt_lectura_critica
